,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME
1215,2012,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,6' 2.75'',76.0,6' 4'',177.0,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,32.0,36.5,11.48,,3.2,0.0,tyshawn-taylor
1216,2009,201952,Jeff,Teague,Jeff Teague,PG,72.25,6' 0.25'',73.5,6' 1.5'',175.2,79.5,6' 7.5'',98.5,8' 2.5'',4.5,,,30.5,36.5,11.05,,3.18,13.0,jeff-teague
1217,2012,203104,Marquis,Teague,Marquis Teague,PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,32.5,40.5,10.65,,3.19,8.0,marquis-teague
1218,2007,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,6' 6.75'',79.5,6' 7.5'',222.0,82.0,6' 10'',103.5,8' 7.5'',8.9,,,31.0,37.5,11.76,,3.26,18.0,reyshawn-terry
1219,2020,1630179,Tyrell,Terry,Tyrell Terry,PG,73.5,6'1.50'',75.0,6'3.00'',170.0,73.75,6'1.75'',96.0,8'0.00'',7.6,7.5,8.25,30.0,34.0,10.78,2.59,3.28,,tyrell-terry
1220,2009,201934,Hasheem,Thabeet,Hasheem Thabeet,C,85.25,7' 1.25'',86.5,7' 2.5'',267.2,90.25,7' 6.25'',113.0,9' 5'',6.7,,,,,,,,,hasheem-thabeet
1221,2014,203904,Xavier,Thames,Xavier Thames,PG,74.25,6' 2.25'',75.5,6' 3.5'',187.0,76.0,6' 4'',96.0,8' 0'',6.4,8.25,9.0,29.0,32.5,11.48,3.02,3.48,,xavier-thames
1222,2002,12297,Jobey,Thomas,Jobey Thomas,SG,74.75,6' 2.75'',,,183.0,77.75,6' 5.75'',99.5,8' 3.5'',,,,26.0,32.0,11.46,,3.3,13.0,jobey-thomas
1223,2005,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',76.5,6' 4.5'',200.0,80.0,6' 8'',102.0,8' 6'',,,,25.0,29.5,11.11,,3.27,6.0,omar-thomas
1224,2005,12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',73.0,6' 1'',176.2,75.0,6' 3'',95.0,7' 11'',,,,28.5,34.0,10.84,,3.33,14.0,chris-thomas
1225,2006,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,6' 7.25'',80.25,6' 8.25'',217.0,87.0,7' 3'',108.0,9' 0'',5.6,,,34.0,39.5,11.36,,3.2,8.0,tyrus-thomas
1226,2011,12445,Malcolm,Thomas,Malcolm Thomas,PF,79.5,6' 7.5'',80.75,6' 8.75'',223.0,84.5,7' 0.5'',107.5,8' 11.5'',5.9,9.5,10.5,32.0,36.5,11.31,,3.29,3.0,malcolm-thomas
1227,2011,202738,Isaiah,Thomas,Isaiah Thomas,PG,68.75,5' 8.75'',70.25,5' 10.25'',186.0,73.75,6' 1.75'',91.5,7' 7.5'',6.7,8.25,9.0,31.5,40.0,10.49,,3.14,13.0,isaiah-thomas
1228,2013,203472,Deshaun,Thomas,Deshaun Thomas,SF,77.0,6' 5'',79.0,6' 7'',219.8,82.0,6' 10'',104.0,8' 8'',9.1,8.0,8.75,28.5,32.0,12.94,3.38,3.53,5.0,deshaun-thomas
1229,2013,203519,Adonis,Thomas,Adonis Thomas,SF,76.75,6' 4.75'',77.75,6' 5.75'',231.8,85.0,7' 1'',99.0,8' 3'',7.5,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13.0,adonis-thomas
1230,2018,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,6' 2.5'',75.75,6' 3.75'',198.8,82.5,6' 10.5'',101.0,8' 5'',6.4,8.75,9.25,30.0,35.0,10.96,3.18,3.18,14.0,khyri-thomas
1231,2011,202717,Trey,Thompkins,Trey Thompkins,PF,80.5,6' 8.5'',81.75,6' 9.75'',239.0,85.0,7' 1'',107.5,8' 11.5'',15.5,9.25,9.75,27.5,30.5,11.72,,3.41,15.0,trey-thompkins
1232,2005,101159,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',80.0,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,,,,,,,,dijon-thompson
1233,2011,202684,Tristan,Thompson,Tristan Thompson,PF,79.5,6' 7.5'',80.75,6' 8.75'',227.4,85.25,7' 1.25'',108.5,9' 0.5'',6.2,8.75,9.25,30.0,35.0,10.92,,3.26,9.0,tristan-thompson
1234,2011,202691,Klay,Thompson,Klay Thompson,SG,77.75,6' 5.75'',79.25,6' 7.25'',205.6,81.0,6' 9'',103.5,8' 7.5'',8.0,8.75,9.25,26.5,31.5,10.99,,3.24,5.0,klay-thompson
1235,2012,203138,Hollis,Thompson,Hollis Thompson,SF,78.75,6' 6.75'',80.0,6' 8'',206.0,81.5,6' 9.5'',102.5,8' 6.5'',6.0,8.25,9.75,28.5,36.5,11.72,,3.38,6.0,hollis-thompson
1236,2000,12028,Bootsy,Thornton,Bootsy Thornton,SG,75.5,6' 3.5'',,,194.5,78.5,6' 6.5'',101.5,8' 5.5'',,,,26.5,31.0,12.08,,3.33,7.0,bootsy-thornton
1237,2001,12170,Damone,Thornton,Damone Thornton,PF,78.75,6' 6.75'',,,235.0,85.75,7' 1.75'',103.7,8' 7.75'',8.0,,,33.5,37.5,11.17,,3.2,19.0,damone-thornton
1238,2007,201154,Al,Thornton,Al Thornton,SF,77.75,6' 5.75'',79.0,6' 7'',221.0,85.0,7' 1'',104.0,8' 8'',5.8,,,35.0,41.0,11.96,,3.16,9.0,al-thornton
1239,2009,201977,Marcus,Thornton,Marcus Thornton,SG,74.75,6' 2.75'',75.75,6' 3.75'',194.4,77.0,6' 5'',99.0,8' 3'',4.8,,,31.0,33.0,10.73,,3.28,14.0,marcus-thornton
1240,2015,1626194,Marcus,Thornton,Marcus Thornton,PG-SG,73.75,6' 1.75'',74.75,6' 2.75'',177.4,79.75,6' 7.75'',97.5,8' 1.5'',5.3,8.25,8.5,34.5,43.0,10.78,2.88,3.02,3.0,marcus-thornton
1241,2017,1628414,Sindarius,Thornwell,Sindarius Thornwell,SG-SF,75.5,6' 3.5'',76.75,6' 4.75'',211.6,82.0,6' 10'',103.0,8' 7'',7.8,8.75,8.75,27.0,30.5,11.48,3.03,3.36,15.0,sindarius-thornwell
1243,2020,1629681,Killian,Tillie,Killian Tillie,PF,80.75,6'8.75'',82.0,6'10.00'',221.6,80.0,6'8.00'',106.0,8'10.00'',12.43,8.25,9.25,27.5,32.0,11.6,2.62,3.4,,killian-tillie
1244,2020,1630214,Xavier,Tillman Sr.,Xavier Tillman Sr.,PF-C,79.5,6'7.50'',80.5,6'8.50'',266.5,86.0,7'2.00'',106.0,8'10.00'',8.5,10.25,11.0,26.0,32.5,11.8,3.01,3.49,,xavier-tillman-sr
1245,2004,12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,82.5,6' 10.5'',83.5,6' 11.5'',272.0,83.0,6' 11'',107.5,8' 11.5'',15.2,,,23.0,26.5,13.13,,3.63,15.0,tom-timmerrmans
1246,2001,2224,Jamaal,Tinsley,Jamaal Tinsley,PG,72.75,6' 0.75'',,,199.0,79.5,6' 7.5'',97.5,8' 1.5'',13.6,,,28.0,37.5,11.96,,3.2,1.0,jamaal-tinsley
1247,2015,1626160,J.P.,Tokoto,J.P. Tokoto,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',195.8,82.0,6' 10'',100.5,8' 4.5'',4.1,8.0,8.75,34.5,40.0,10.97,3.2,3.27,12.0,jp-tokoto
1248,2007,201229,Anthony,Tolliver,Anthony Tolliver,PF,79.0,6' 7'',80.5,6' 8.5'',242.0,86.5,7' 2.5'',107.5,8' 11.5'',5.7,,,28.5,30.0,11.49,,3.29,21.0,anthony-tolliver
1249,2004,12296,Marko,Tomas,Marko Tomas,SG-PG,78.5,6' 6.5'',79.75,6' 7.75'',198.0,79.0,6' 7'',103.5,8' 7.5'',9.3,,,32.0,31.5,11.8,,3.23,,marko-tomas
1250,2010,12343,Mikhail,Torrance,Mikhail Torrance,PG,76.0,6' 4'',77.0,6' 5'',208.8,79.5,6' 7.5'',103.0,8' 7'',7.0,8.75,9.5,23.0,32.0,11.43,,3.17,8.0,mikhail-torrance
1251,2007,12233,Ali,Traore,Ali Traore,C-PF,80.75,6' 8.75'',81.75,6' 9.75'',249.0,88.0,7' 4'',108.5,9' 0.5'',12.1,,,25.0,29.0,12.16,,3.52,11.0,ali-traore
1252,2018,1629018,Gary,Trent,Gary Trent,SG,76.25,6' 4.25'',77.75,6' 5.75'',204.2,80.75,6' 8.75'',98.0,8' 2'',7.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12.0,gary-trent
1253,2018,1629019,Allonzo,Trier,Allonzo Trier,SG,75.75,6' 3.75'',77.25,6' 5.25'',198.0,78.75,6' 6.75'',98.0,8' 2'',4.95,8.25,10.5,32.0,40.0,11.02,2.97,3.14,11.0,allonzo-trier
1254,2016,1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',74.5,6' 2.5'',191.8,74.0,6' 2'',92.5,7' 8.5'',8.35,8.0,8.75,26.5,35.5,10.57,2.77,3.2,,melo-trimble
1255,2017,1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',74.5,6' 2.5'',195.2,74.0,6' 2'',95.5,7' 11.5'',10.6,8.0,8.75,24.5,32.0,10.75,2.92,3.27,6.0,melo-trimble
1256,2006,12200,Joah,Tucker,Joah Tucker,SF-SG,75.75,6' 3.75'',77.25,6' 5.25'',224.0,78.5,6' 6.5'',99.5,8' 3.5'',7.0,,,29.0,34.0,11.58,,3.31,19.0,joah-tucker
1257,2005,101142,Ronny,Turiaf,Ronny Turiaf,PF,80.0,6' 8'',81.25,6' 9.25'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',,,,30.5,33.0,11.5,,3.23,15.0,ronny-turiaf
1258,2010,202323,Evan,Turner,Evan Turner,SG,77.75,6' 5.75'',79.0,6' 7'',213.8,80.0,6' 8'',103.5,8' 7.5'',8.6,8.75,9.5,27.5,34.5,11.06,,3.27,9.0,evan-turner
1259,2015,1626167,Myles,Turner,Myles Turner,C-PF,81.75,6' 9.75'',83.5,6' 11.5'',238.6,88.0,7' 4'',112.0,9' 4'',9.3,9.25,9.25,,,,,,,myles-turner
1260,2011,202719,Jeremy,Tyler,Jeremy Tyler,PF-C,81.0,6' 9'',82.5,6' 10.5'',262.4,89.0,7' 5'',110.5,9' 2.5'',13.4,9.25,9.0,28.0,33.5,11.26,,3.29,10.0,jeremy-tyler
1261,2008,201872,Mark,Tyndale,Mark Tyndale,SG-SF,74.75,6' 2.75'',75.5,6' 3.5'',217.0,83.0,6' 11'',103.5,8' 7.5'',6.7,,,27.0,33.5,12.52,,3.14,5.0,mark-tyndale
1262,2010,202327,Ekpe,Udoh,Ekpe Udoh,PF,80.75,6' 8.75'',81.75,6' 9.75'',237.4,88.5,7' 4.5'',106.5,8' 10.5'',8.0,9.5,8.75,31.0,33.5,11.15,,3.29,10.0,ekpe-udoh
1263,2004,2757,Beno,Udrih,Beno Udrih,PG,74.5,6' 2.5'',75.75,6' 3.75'',199.0,76.5,6' 4.5'',98.0,8' 2'',9.3,,,,,,,,2.0,beno-udrih
1264,2016,1627755,Tyler,Ulis,Tyler Ulis,PG,68.75,5' 8.75'',70.0,5' 10'',149.2,74.0,6' 2'',88.5,7' 4.5'',5.2,7.5,7.5,32.5,38.0,10.8,2.88,3.2,,tyler-ulis
1265,2015,1626193,Robert,Upshaw,Robert Upshaw,C,82.75,6' 10.75'',84.0,7' 0'',258.2,89.5,7' 5.5'',113.0,9' 5'',12.5,10.0,11.0,,,,,,,robert-upshaw
1266,2016,1627784,Jarrod,Uthoff,Jarrod Uthoff,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,83.5,6' 11.5'',104.0,8' 8'',6.0,8.75,9.0,29.0,34.5,11.52,3.03,3.5,,jarrod-uthoff
1267,2008,12273,Robert,Vaden,Robert Vaden,SG,75.5,6' 3.5'',76.5,6' 4.5'',199.0,80.0,6' 8'',101.0,8' 5'',6.2,,,26.0,29.5,11.97,,3.4,10.0,robert-vaden
1268,2016,1627756,Denzel,Valentine,Denzel Valentine,SG-SF,76.0,6' 4'',77.75,6' 5.75'',210.4,82.75,6' 10.75'',102.0,8' 6'',9.2,8.5,9.75,27.0,32.0,10.51,3.22,3.46,,denzel-valentine
1269,2010,12346,Jarvis,Varnado,Jarvis Varnado,PF-C,80.25,6' 8.25'',82.0,6' 10'',210.2,87.5,7' 3.5'',109.5,9' 1.5'',9.5,9.25,9.5,29.5,32.5,11.61,,3.37,3.0,jarvis-varnado
1270,2010,202349,Greivis,Vasquez,Greivis Vasquez,PG-SG,77.0,6' 5'',78.5,6' 6.5'',210.8,79.0,6' 7'',101.0,8' 5'',8.6,7.75,9.25,,,,,,,greivis-vasquez
1271,2015,1626173,Rashad,Vaughn,Rashad Vaughn,SG,75.75,6' 3.75'',77.0,6' 5'',198.6,79.0,6' 7'',101.0,8' 5'',6.2,8.0,8.5,28.0,34.0,11.4,3.1,3.21,5.0,rashad-vaughn
1272,2005,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,6' 9'',81.5,6' 9.5'',236.6,84.25,7' 0.25'',109.0,9' 1'',,,,26.0,31.0,10.86,,3.3,11.0,charlie-villanueva
1273,2007,12234,Kyle,Visser,Kyle Visser,C,82.0,6' 10'',83.5,6' 11.5'',242.0,83.0,6' 11'',108.0,9' 0'',10.2,,,26.0,29.0,12.6,,3.39,18.0,kyle-visser
1274,2014,203943,Noah,Vonleh,Noah Vonleh,PF,80.0,6' 8'',81.5,6' 9.5'',247.1,88.25,7' 4.25'',108.0,9' 0'',7.3,9.75,11.75,31.0,37.0,11.45,3.29,3.28,,noah-vonleh
1275,2006,12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,6' 8.5'',81.5,6' 9.5'',267.0,84.75,7' 0.75'',108.5,9' 0.5'',14.8,,,23.0,28.0,13.7,,3.72,8.0,ian-vouyoukas
1276,2004,2761,Jackson,Vroman,Jackson Vroman,PF-C,81.25,6' 9.25'',82.75,6' 10.75'',226.0,84.0,7' 0'',105.5,8' 9.5'',6.7,,,29.5,33.5,10.75,,3.25,12.0,jackson-vroman
1277,2011,202696,Nikola,Vucevic,Nikola Vucevic,PF-C,82.25,6' 10.25'',83.75,6' 11.75'',259.8,88.5,7' 4.5'',112.5,9' 4.5'',6.1,9.25,10.25,23.5,25.0,12.02,,3.27,8.0,nikola-vucevic
1278,2003,2756,Sasha,Vujacic,Sasha Vujacic,PG-SG,77.5,6' 5.5'',,,193.0,77.5,6' 5.5'',101.0,8' 5'',14.1,,,,,,,,0.0,sasha-vujacic
1279,2003,2548,Dwyane,Wade,Dwyane Wade,SG-SF,75.75,6' 3.75'',,,212.0,82.75,6' 10.75'',102.0,8' 6'',6.7,,,31.5,35.0,10.56,,3.08,9.0,dwyane-wade
1280,2002,2402,Dajuan,Wagner,Dajuan Wagner,PG-SG,72.75,6' 0.75'',,,193.0,74.0,6' 2'',99.0,8' 3'',,,,28.0,35.0,12.03,,3.22,16.0,dajuan-wagner
1281,2018,1629021,Moritz,Wagner,Moritz Wagner,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',241.4,84.0,7' 0'',108.0,9' 0'',6.75,9.0,10.75,27.0,34.0,11.48,3.07,3.18,8.0,moritz-wagner
1282,2017,1629021,Moritz,Wagner,Moritz Wagner,PF,82.0,6' 10'',83.25,6' 11.25'',231.2,84.0,7' 0'',108.0,9' 0'',6.7,8.75,10.75,25.5,32.5,12.0,2.98,3.35,,moritz-wagner
1283,2012,203079,Dion,Waiters,Dion Waiters,SG,74.5,6' 2.5'',76.0,6' 4'',221.0,79.25,6' 7.25'',98.0,8' 2'',8.5,8.5,9.5,,,,,,,dion-waiters
1284,2001,12171,Tory,Walker,Tory Walker,SF,78.75,6' 6.75'',,,187.0,83.25,6' 11.25'',104.5,8' 8.5'',6.7,,,28.0,33.0,11.95,,3.25,7.0,tory-walker
1285,2011,202689,Kemba,Walker,Kemba Walker,PG,71.5,5' 11.5'',73.0,6' 1'',184.0,75.5,6' 3.5'',91.5,7' 7.5'',5.9,8.0,9.0,32.0,39.5,10.87,,3.16,7.0,kemba-walker
1286,2018,1629022,Lonnie,Walker,Lonnie Walker,SG,75.75,6' 3.75'',76.5,6' 4.5'',196.2,82.25,6' 10.25'',99.5,8' 3.5'',5.65,9.0,9.5,31.5,40.0,10.87,2.91,3.06,12.0,lonnie-walker
1287,2015,1626217,Chris,Walker,Chris Walker,PF,80.75,6' 8.75'',81.25,6' 9.25'',208.0,86.75,7' 2.75'',108.0,9' 0'',5.1,9.0,9.0,30.5,37.0,11.25,3.41,3.35,6.0,chris-walker
1288,2010,202322,John,Wall,John Wall,PG,74.75,6' 2.75'',76.0,6' 4'',195.6,81.25,6' 9.25'',101.5,8' 5.5'',5.6,8.25,9.5,30.0,39.0,10.84,,3.14,,john-wall
1289,2003,12101,Wayne,Wallace,Wayne Wallace,PF,79.25,6' 7.25'',,,187.0,86.0,7' 2'',108.0,9' 0'',4.6,,,29.5,36.0,11.85,,3.24,6.0,wayne-wallace
1290,2000,12029,Jaquay,Walls,Jaquay Walls,PG,73.25,6' 1.25'',,,165.5,74.5,6' 2.5'',96.5,8' 0.5'',,,,28.5,35.5,10.75,,3.23,0.0,jaquay-walls
1291,2003,2575,Luke,Walton,Luke Walton,SF-PF,79.75,6' 7.75'',,,235.0,80.5,6' 8.5'',104.0,8' 8'',9.3,,,28.0,,,,,12.0,luke-walton
1292,2017,1628476,Derrick,Walton Jr.,Derrick Walton Jr.,PG,71.0,5' 11'',72.75,6' 0.75'',188.6,74.5,6' 2.5'',95.0,7' 11'',5.8,8.0,8.5,26.0,32.5,11.28,3.12,3.29,9.0,derrick-walton-jr
1293,2001,12172,Souleymane,Wane,Souleymane Wane,C,80.5,6' 8.5'',,,235.0,89.0,7' 5'',109.0,9' 1'',11.2,,,29.0,30.5,12.02,,3.46,9.0,souleymane-wane
1294,2010,202378,Willie,Warren,Willie Warren,SG-PG,74.5,6' 2.5'',75.75,6' 3.75'',208.4,78.0,6' 6'',99.5,8' 3.5'',7.6,8.5,9.5,23.0,31.5,11.21,,3.5,10.0,willie-warren
1295,2014,203933,T.J.,Warren,T.J. Warren,SF,79.0,6' 7'',80.25,6' 8.25'',220.2,82.25,6' 10.25'',104.0,8' 8'',7.95,8.75,9.0,27.0,35.5,11.1,3.04,3.26,,tj-warren
1296,2005,101124,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',215.0,86.0,7' 2'',108.0,9' 0'',,,,33.0,38.0,,,3.22,11.0,hakim-warrick
1297,2006,200827,Darius,Washington,Darius Washington,PG,71.5,5' 11.5'',73.0,6' 1'',195.0,76.0,6' 4'',96.0,8' 0'',9.7,,,29.0,37.5,10.71,,3.26,9.0,darius-washington
1298,2008,201622,Deron,Washington,Deron Washington,SF,77.25,6' 5.25'',78.25,6' 6.25'',198.5,81.0,6' 9'',102.5,8' 6.5'',7.2,,,34.0,40.0,11.03,,3.09,7.0,deron-washington
1299,2018,1629023,PJ,Washington,PJ Washington,PF,78.5,6' 6.5'',80.0,6' 8'',223.0,86.5,7' 2.5'',107.0,8' 11'',6.85,9.0,10.25,27.0,34.0,11.39,3.43,3.2,3.0,pj-washington
1300,2019,1629023,P.J.,Washington,P.J. Washington,PF,78.5,6' 6.5'',80.0,6' 8'',230.4,86.5,7' 2.25'',106.5,8' 10.5'',8.6,9.0,10.25,,,,,,,pj-washington
1301,2019,1629682,Tremont,Waters,Tremont Waters,PG,69.5,5' 9.5'',70.75,5' 10.75'',172.4,74.25,6' 2.25'',93.5,7' 9.5'',6.6,8.0,9.75,30.5,40.5,10.76,3.11,3.07,5.0,tremont-waters
1302,2000,12030,Jameel,Watkins,Jameel Watkins,PF-C,81.5,6' 9.5'',,,244.5,90.0,7' 6'',110.0,9' 2'',,,,28.0,30.5,12.38,,3.45,11.0,jameel-watkins
1303,2007,201208,Darryl,Watkins,Darryl Watkins,C,80.75,6' 8.75'',82.25,6' 10.25'',241.0,87.0,7' 3'',110.0,9' 2'',6.9,,,26.5,31.0,11.65,,3.56,14.0,darryl-watkins
1304,2001,2248,Earl,Watson,Earl Watson,PG,72.0,6' 0'',,,184.0,78.75,6' 6.75'',97.0,8' 1'',4.0,,,32.5,37.5,10.97,,3.19,4.0,earl-watson
1305,2006,201228,CJ,Watson,CJ Watson,PG,72.5,6' 0.5'',73.75,6' 1.75'',171.0,78.0,6' 6'',96.0,8' 0'',5.2,,,31.5,34.0,11.61,,3.15,12.0,cj-watson
1306,2019,1629683,Quinndary,Weatherspoon,Quinndary Weatherspoon,SG,75.0,6' 3'',76.25,6' 4.25'',206.6,81.0,6' 9'',100.0,8' 4'',6.1,8.5,9.0,31.0,38.0,11.57,3.15,3.16,,quinndary-weatherspoon
1307,2005,101110,Martell,Webster,Martell Webster,SF,78.0,6' 6'',79.5,6' 7.5'',229.6,83.0,6' 11'',106.0,8' 10'',,,,28.0,30.5,11.39,,3.39,7.0,martell-webster
1308,2008,201603,Sonny,Weems,Sonny Weems,SG-SF,76.0,6' 4'',77.5,6' 5.5'',193.0,82.0,6' 10'',104.0,8' 8'',4.4,,,29.0,36.5,10.58,,2.96,12.0,sonny-weems
1309,2015,1627361,Dez,Wells,Dez Wells,SG,75.0,6' 3'',76.0,6' 4'',208.8,81.5,6' 9.5'',100.5,8' 4.5'',8.1,8.75,9.75,31.5,39.0,10.56,3.05,3.2,15.0,dez-wells
1310,2017,1629118,Thomas,Welsh,Thomas Welsh,PF-C,83.5,6' 11.5'',84.5,7' 0.5'',254.0,84.0,7' 0'',109.5,9' 1.5'',10.9,9.0,10.5,,,,,,11.0,thomas-welsh
1311,2020,1629700,Kaleb,Wesson,Kaleb Wesson,C,81.25,6'9.25'',82.2,6'10.25'',252.6,87.5,7'3.50'',111.5,9'3.50'',12.5,9.0,10.75,21.5,27.0,11.73,2.64,3.6,,kaleb-wesson
1312,2003,2561,David,West,David West,PF-SF,80.25,6' 8.25'',,,226.0,88.25,7' 4.25'',108.25,9' 0.25'',8.0,,,28.5,31.5,12.18,,3.43,11.0,david-west
1313,2004,2753,Delonte,West,Delonte West,PG-SG,73.5,6' 1.5'',74.75,6' 2.75'',183.0,78.0,6' 6'',99.5,8' 3.5'',6.7,,,30.0,35.0,11.2,,3.15,12.0,delonte-west
1314,2008,201566,Russell,Westbrook,Russell Westbrook,PG,74.25,6' 2.25'',75.5,6' 3.5'',192.0,79.75,6' 7.75'',100.0,8' 4'',4.8,,,30.0,36.5,10.98,,3.08,12.0,russell-westbrook
1315,2005,101156,Robert,Whaley,Robert Whaley,PF-C,80.0,6' 8'',81.0,6' 9'',269.4,86.0,7' 2'',108.0,9' 0'',,,,28.5,33.5,12.11,,3.25,15.0,robert-whaley
1316,2001,2206,Rodney,White,Rodney White,SF,79.5,6' 7.5'',,,243.0,83.5,6' 11.5'',104.5,8' 8.5'',9.3,,,27.5,33.0,12.07,,3.47,16.0,rodney-white
1317,2010,202358,Terrico,White,Terrico White,SG-PG,75.75,6' 3.75'',77.0,6' 5'',202.6,81.0,6' 9'',101.0,8' 5'',3.7,9.0,10.5,31.0,40.0,11.38,,3.15,10.0,terrico-white
1318,2012,203091,Royce,White,Royce White,PF,79.0,6' 7'',80.0,6' 8'',260.6,84.0,7' 0'',104.5,8' 8.5'',10.6,9.5,11.5,,,,,,,royce-white
1319,2017,1628401,Derrick,White,Derrick White,PG,75.25,6' 3.25'',76.5,6' 4.5'',189.8,79.5,6' 7.5'',101.5,8' 5.5'',6.2,8.25,8.5,31.0,36.5,10.84,2.92,3.08,10.0,derrick-white
1320,2019,1629632,Coby,White,Coby White,PG,75.5,6' 3.5'',76.75,6' 4.75'',191.4,77.0,6' 5'',97.5,8' 1.5'',4.3,7.75,9.0,,,,,,,coby-white
1321,2016,1627785,Isaiah,Whitehead,Isaiah Whitehead,PG-SG,75.25,6' 3.25'',76.5,6' 4.5'',210.0,80.75,6' 8.75'',100.0,8' 4'',9.25,8.5,8.75,27.5,35.5,11.65,3.21,3.34,,isaiah-whitehead
1322,2010,202355,Hassan,Whiteside,Hassan Whiteside,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',226.6,91.0,7' 7'',113.0,9' 5'',5.5,8.25,10.25,27.0,31.5,11.83,,3.54,12.0,hassan-whiteside
1323,2020,1630232,Kahlil,Whitney,Kahlil Whitney,SF,77.5,6'5.50'',79.0,6'7.00'',205.0,84.25,7'0.25'',105.5,8'9.50'',5.3,9.25,10.25,29.0,39.0,11.17,2.61,3.28,,kahlil-whitney
1324,2002,2404,Chris,Wilcox,Chris Wilcox,PF-C,80.25,6' 8.25'',,,218.0,85.0,7' 1'',107.5,8' 11.5'',,,,31.0,34.5,11.43,,3.16,20.0,chris-wilcox
1325,2014,203912,C.J.,Wilcox,C.J. Wilcox,SG,75.5,6' 3.5'',77.0,6' 5'',201.0,81.75,6' 9.75'',100.5,8' 4.5'',6.5,8.75,9.0,31.0,37.5,11.3,2.92,3.22,,cj-wilcox
1326,2018,1629024,Austin,Wiley,Austin Wiley,C,80.25,6' 8.25'',82.0,6' 10'',249.4,89.0,7' 5'',111.0,9' 3'',5.0,9.75,10.25,28.0,33.5,12.79,3.27,3.3,14.0,austin-wiley
1327,2018,1629025,Kris,Wilkes,Kris Wilkes,SF,78.5,6' 6.5'',79.5,6' 7.5'',205.0,82.25,6' 10.25'',103.5,8' 7.5'',5.15,8.75,9.25,28.0,35.5,11.29,3.16,3.24,1.0,kris-wilkes
1328,2019,1629025,Kris,Wilkes,Kris Wilkes,SF,78.25,6' 6.25'',79.75,6' 7.75'',208.8,82.75,6' 10.75'',103.0,8' 7'',4.9,8.5,9.5,27.5,35.0,10.39,3.09,3.34,4.0,kris-wilkes
1329,2004,2863,Damien,Wilkins,Damien Wilkins,SG-SF,76.5,6' 4.5'',78.0,6' 6'',222.0,84.0,7' 0'',106.0,8' 10'',7.3,,,26.5,31.0,11.92,,3.15,15.0,damien-wilkins
1330,2002,2398,Jay,Williams,Jay Williams,PG,72.25,6' 0.25'',,,197.0,75.5,6' 3.5'',97.0,8' 1'',,,,28.5,36.0,10.34,,3.09,10.0,jay-williams
1331,2002,2421,Frank,Williams,Frank Williams,PG,73.5,6' 1.5'',,,212.0,80.0,6' 8'',100.5,8' 4.5'',,,,26.0,31.0,11.73,,3.29,,frank-williams
1332,2002,2465,George,Williams,George Williams,PF-SF,77.75,6' 5.75'',,,214.0,84.5,7' 0.5'',103.0,8' 7'',,,,33.5,39.0,11.21,,3.24,11.0,george-williams
1333,2003,2590,Mo,Williams,Mo Williams,PG-SG,72.75,6' 0.75'',,,189.0,77.5,6' 5.5'',98.5,8' 2.5'',6.7,,,,,,,,3.0,mo-williams
1334,2004,12292,Mike,Williams,Mike Williams,SF,77.5,6' 5.5'',78.5,6' 6.5'',197.0,83.5,6' 11.5'',105.5,8' 9.5'',9.3,,,23.5,27.5,11.59,,3.42,,mike-williams
